"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"679486","CR-0000088651","1","0","0","0","21-029-0198","False","False","0","1/29/2021 8:06:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679729","CR-0000088944","0","1","0","0","21-018-0891","False","False","0","1/18/2021 7:00:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","North","South","At","PEDESTRIAN"
"679730","CR-0000088945","2","0","0","0","21-018-0795","False","False","0","1/18/2021 7:15:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679736","CR-0000088951","0","1","0","0","21-023-0652","False","False","148","1/23/2021 5:53:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","Unknown","Unknown","South Of","PEDESTRIAN"
"679739","CR-0000088954","0","2","2","0","21-002-0203","False","False","415","1/2/2021 10:05:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Unknown","Rain","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679740","CR-0000088955","1","0","0","0","21-009-0595","False","False","20","1/9/2021 4:27:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679741","CR-0000088956","0","1","0","0","21-012-0049","False","False","51","1/12/2021 1:23:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","North","South","North Of","PEDESTRIAN"
"679742","CR-0000088957","3","0","0","0","21-014-0873","False","False","0","1/14/2021 8:45:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","West","East","At","BIKE"
"679743","CR-0000088958","0","0","1","0","21-015-0691","False","False","285","1/15/2021 5:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Motorcycle","Not Applicable","Not Applicable","South Of","MOTORCYCLE"
"679744","CR-0000088959","0","0","1","0","21-016-0357","False","False","0","1/16/2021 11:44:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679745","CR-0000088960","2","0","0","0","21-017-0128","False","False","47","1/17/2021 3:53:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light Not Functioning","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679746","CR-0000088961","1","0","0","0","21-017-0201","False","False","0","1/17/2021 8:16:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679747","CR-0000088962","1","1","0","0","21-018-0601","False","False","30","1/18/2021 3:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679815","CR-0000089033","1","1","0","0","21-065-0817","False","False","23","3/6/2021 10:23:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","South Of","MEDIAN ISLAND"
"680119","CR-0000089342","1","0","0","0","21-024-0460","False","False","","1/24/2021 2:47:00 PM","Not In Road","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","East Of","PEDESTRIAN"
"680120","CR-0000089343","1","0","0","0","21-089-0916","False","False","0","3/3/2021 8:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680122","CR-0000089344","0","0","1","0","21-037-0717","False","False","93","2/6/2021 7:36:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","East","West","North Of","PEDESTRIAN"
"680123","CR-0000089345","1","0","0","0","21-036-0059","False","False","600","2/5/2021 1:56:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680125","CR-0000089346","0","2","0","0","21-036-0607","False","False","0","2/5/2021 4:53:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","North","South","At","(3) PEDESTRIANS"
"680127","CR-0000089348","3","0","1","0","21-106-0664","False","False","0","4/16/2021 5:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680131","CR-0000089353","1","0","0","0","21-033-0704","False","False","0","2/2/2021 6:05:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","EMERGENCY VEHICLE (SCCO)"
"680132","CR-0000089354","0","1","0","0","21-069-0871","False","False","0","3/10/2021 9:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"680133","CR-0000089355","1","0","0","0","21-063-0162","False","False","357","3/4/2021 6:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680134","CR-0000089356","1","0","0","0","21-075-0660","False","False","24","3/16/2021 4:30:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680135","CR-0000089357","1","0","0","0","21-087-0293","False","False","51","3/28/2021 10:11:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680136","CR-0000089358","0","0","1","0","21-087-0691","False","False","0","3/28/2021 5:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680137","CR-0000089359","1","0","0","0","21-087-0772","False","False","0","3/28/2021 7:07:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680138","CR-0000089360","0","1","0","0","21-088-0260","False","False","0","3/29/2021 9:00:00 AM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","South","North","At","PEDESTRIAN"
"680139","CR-0000089361","1","0","0","0","21-088-0382","False","False","","3/29/2021 11:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680140","CR-0000089362","0","2","0","0","21-089-0445","True","False","0","3/30/2021 1:22:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","CROSSWALK SIGN"
"679088","CR-0000088255","1","0","0","0","21-264-0666","False","False","72","9/21/2021 2:29:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679089","CR-0000088244","0","0","0","0","21-258-0025","False","False","252","9/15/2021 12:23:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Light Pole"
"679090","CR-0000088248","3","0","0","0","21-258-0191","False","False","0","9/15/2021 7:25:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679152","CR-0000088347","0","0","0","0","21-255-1016","True","False","33","9/12/2021 11:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","South Of","Tree"
"679172","CR-0000088369","0","0","0","0","21-231-0012","False","False","258","8/19/2021 12:18:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679173","CR-0000088370","0","0","0","0","21-280-4001","False","True","","9/3/2021 7:25:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","Unknown",""
"679174","CR-0000088371","0","0","0","0","21-256-4003","False","True","0","9/13/2021 9:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679175","CR-0000088372","0","0","0","0","21-256-4005","False","True","0","9/13/2021 11:20:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679816","CR-0000089034","2","0","0","0","21-221-0982","False","False","164","7/30/2021 9:15:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679840","CR-0000089059","0","0","0","0","21-182-4003","False","True","51","7/1/2021 8:40:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Hit Object","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679841","CR-0000089060","0","0","0","0","21-183-4003","False","True","0","7/2/2021 4:25:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679842","CR-0000089061","0","0","0","0","21-184-4003","False","True","51","7/3/2021 9:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679843","CR-0000089062","0","0","0","0","21-190-4002","False","True","","7/9/2021 11:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Other","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679844","CR-0000089063","0","0","0","0","21-191-4003","False","True","51","7/10/2021 4:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680141","CR-0000089363","0","1","0","0","21-092-1019","False","False","355","4/2/2021 10:18:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","East","West","East Of","PEDESTRIAN"
"680142","CR-0000089364","1","0","0","0","21-094-0152","False","False","0","4/4/2021 5:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680174","CR-0000089396","1","0","0","0","21-025-0193","False","False","0","1/25/2021 7:57:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680175","CR-0000089397","1","0","0","0","21-028-0265","True","False","260","1/28/2021 9:55:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Rain","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of","LIGHT POST"
"680176","CR-0000089398","0","1","0","0","21-029-0572","False","False","0","1/29/2021 3:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"680177","CR-0000089399","0","1","0","0","21-029-0609","False","False","0","1/29/2021 4:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680178","CR-0000089400","2","0","0","0","21-029-0952","False","False","37","1/29/2021 10:22:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680179","CR-0000089401","1","1","0","0","21-034-0706","False","False","0","2/3/2021 5:43:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680180","CR-0000089402","0","0","2","0","21-094-0584","False","False","159","4/4/2021 4:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Motorcycle","Not Applicable","Not Applicable","South Of",""
"680181","CR-0000089403","1","0","0","0","21-097-1009","False","False","0","4/7/2021 9:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680182","CR-0000089404","0","1","0","0","21-105-0079","False","False","","4/15/2021 4:05:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","South Of","BIKE"
"680183","CR-0000089405","1","0","0","0","21-107-0907","False","False","0","4/17/2021 10:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"680193","CR-0000089415","1","0","0","0","21-036-0754","False","False","0","2/5/2021 7:22:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680194","CR-0000089416","0","1","0","0","21-037-0034","False","False","36","2/6/2021 12:52:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Related","Skateboard","West","East","East Of","PEDESTRIAN (SKATEBOARD)"
"680195","CR-0000089417","0","1","0","0","21-038-0866","False","False","","2/7/2021 10:15:00 PM","Crossing In Crosswalk - Not At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","South","North","East Of","PEDESTRIAN"
"680213","CR-0000089435","0","1","0","0","21-039-0388","False","False","51","2/8/2021 12:10:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","West Of","BIKE"
"680214","CR-0000089436","1","0","0","0","21-041-0795","False","False","48","2/10/2021 6:14:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680215","CR-0000089437","0","1","0","0","21-045-0165","False","False","0","2/14/2021 5:32:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680216","CR-0000089438","1","1","0","0","21-045-0422","False","False","0","2/14/2021 1:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680217","CR-0000089439","0","0","1","0","21-045-0596","False","False","115","2/14/2021 5:44:00 PM","Not In Road","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","West Of","PEDESTRIAN"
"680218","CR-0000089440","2","0","0","0","21-045-0807","False","False","0","2/14/2021 10:48:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680219","CR-0000089441","1","0","0","0","21-046-0609","False","False","0","2/15/2021 5:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680220","CR-0000089442","1","0","0","0","21-051-0238","False","False","0","2/20/2021 9:46:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680221","CR-0000089443","1","0","0","0","21-058-0941","False","False","0","2/27/2021 11:54:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680222","CR-0000089444","1","0","0","0","21-059-0181","False","False","0","2/28/2021 6:20:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680224","CR-0000089446","2","0","0","0","21-062-0972","False","False","","3/3/2021 8:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679845","CR-0000089066","0","0","0","0","21-201-4003","False","True","0","7/20/2021 1:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679846","CR-0000089067","0","0","0","0","21-201-4004","False","True","51","7/20/2021 4:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679847","CR-0000089068","0","0","0","0","21-195-4002","False","True","","7/8/2021 7:51:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679848","CR-0000089069","0","0","0","0","21-197-4000","False","True","","7/16/2021 6:17:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679849","CR-0000089070","0","0","0","0","21-197-4001","False","True","0","7/16/2021 8:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679850","CR-0000089071","0","0","0","0","21-198-4002","False","True","0","7/16/2021 2:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679851","CR-0000089072","0","0","0","0","21-200-4002","False","True","","7/18/2021 9:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679852","CR-0000089073","0","0","0","0","21-200-4003","False","True","51","7/10/2021 7:50:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679853","CR-0000089074","0","0","0","0","21-201-4000","False","True","0","7/19/2021 9:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679854","CR-0000089075","0","0","0","0","21-201-4001","False","True","51","7/19/2021 3:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679855","CR-0000089076","0","0","0","0","21-202-4002","False","True","","7/21/2021 10:10:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679856","CR-0000089077","0","0","0","0","21-203-4005","False","True","51","7/22/2021 3:35:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679857","CR-0000089078","0","0","0","0","21-203-4006","False","True","0","7/22/2021 3:20:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679858","CR-0000089079","0","0","0","0","21-204-4001","False","True","51","7/19/2021 9:31:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679859","CR-0000089080","0","0","0","0","21-205-4000","False","True","","7/24/2021 11:50:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679860","CR-0000089081","0","0","0","0","21-206-4000","False","True","0","7/21/2021 9:15:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679861","CR-0000089082","0","0","0","0","21-206-4002","False","True","51","7/24/2021 3:40:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679863","CR-0000089084","0","0","0","0","21-208-4002","False","True","","7/27/2021 9:10:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"679872","CR-0000089093","0","0","0","0","21-175-4003","False","True","","6/24/2021 5:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"679873","CR-0000089094","0","0","0","0","21-175-4004","False","True","51","6/22/2021 6:20:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679874","CR-0000089095","0","0","0","0","21-176-4003","False","True","","6/22/2021 11:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679876","CR-0000089097","0","0","0","0","21-178-4003","False","True","51","6/27/2021 1:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679877","CR-0000089098","0","0","0","0","21-179-4002","False","True","51","6/28/2021 1:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679878","CR-0000089099","0","0","0","0","21-179-4007","False","True","","6/28/2021 3:35:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"679879","CR-0000089100","0","0","0","0","21-180-4001","False","True","","6/28/2021 11:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679880","CR-0000089101","0","0","0","0","21-180-4002","False","True","","6/29/2021 2:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679881","CR-0000089102","0","0","0","0","21-182-4001","False","True","","6/27/2021 6:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679941","CR-0000089169","0","0","0","0","21-211-4005","False","True","","7/30/2021 7:22:00 PM","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Unknown","Not Applicable","Not Applicable","West Of",""
"679947","CR-0000089167","0","0","0","0","21-213-4004","False","True","51","7/31/2021 9:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679950","CR-0000089168","0","0","0","0","21-212-4004","False","True","0","7/31/2021 9:20:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
